Symbol,Entry Time,Exit Time,Entry Price,Exit Price,AI Confidence,PnL %,raw_pnl
BTC/USDT,2025-09-27 18:00,2025-09-27 22:00,109434.96,109605.62,67.23%,0.16%,0.1559465092325057
