timestamp,open,high,low,close,volume
2026-03-21 13:30:00,2156.04,2157.66,2155.01,2155.3,581.4369
2026-03-21 13:45:00,2155.31,2156.38,2155.0,2155.86,245.4943
2026-03-21 14:00:00,2155.86,2168.27,2155.79,2165.01,3059.2164
2026-03-21 14:15:00,2165.0,2166.62,2160.89,2161.87,1710.9202
2026-03-21 14:30:00,2161.87,2165.2,2160.69,2161.1,1190.0529
2026-03-21 14:45:00,2161.1,2161.1,2150.61,2152.13,2258.0451
2026-03-21 15:00:00,2152.13,2154.17,2150.93,2153.82,1541.7452
2026-03-21 15:15:00,2153.82,2154.31,2146.45,2152.67,3598.4722
2026-03-21 15:30:00,2152.67,2157.58,2152.39,2154.1,1532.3099
2026-03-21 15:45:00,2154.09,2155.91,2153.74,2155.12,638.9832
2026-03-21 16:00:00,2155.13,2155.58,2151.56,2152.24,1611.0652
2026-03-21 16:15:00,2152.25,2154.4,2146.61,2148.73,1430.4507
2026-03-21 16:30:00,2148.73,2150.95,2147.41,2148.42,809.3228
2026-03-21 16:45:00,2148.41,2150.85,2144.67,2146.65,1160.9701
2026-03-21 17:00:00,2146.64,2148.63,2142.01,2144.98,1245.1743
2026-03-21 17:15:00,2144.97,2148.54,2143.99,2147.65,943.9134
2026-03-21 17:30:00,2147.65,2150.4,2147.65,2149.74,628.1141
2026-03-21 17:45:00,2149.73,2150.61,2147.16,2148.56,405.1472
2026-03-21 18:00:00,2148.56,2150.09,2147.79,2150.08,743.2221
2026-03-21 18:15:00,2150.09,2153.05,2149.69,2151.56,840.8491
2026-03-21 18:30:00,2151.55,2155.64,2151.55,2155.03,760.4122
2026-03-21 18:45:00,2155.04,2155.04,2150.43,2151.46,402.7864
2026-03-21 19:00:00,2151.47,2152.68,2151.21,2152.16,686.2257
2026-03-21 19:15:00,2152.17,2153.03,2150.89,2152.48,1374.2514
2026-03-21 19:30:00,2152.47,2152.48,2149.06,2150.14,533.8371
2026-03-21 19:45:00,2150.14,2152.73,2150.13,2152.16,389.899
2026-03-21 20:00:00,2152.17,2153.23,2150.74,2152.59,239.3006
2026-03-21 20:15:00,2152.6,2154.98,2150.41,2153.89,653.3624
2026-03-21 20:30:00,2153.89,2156.5,2153.49,2155.36,1312.3581
2026-03-21 20:45:00,2155.36,2156.59,2154.74,2155.67,497.1125
2026-03-21 21:00:00,2155.67,2157.0,2153.52,2154.33,639.9819
2026-03-21 21:15:00,2154.33,2155.17,2153.35,2154.23,319.5613
2026-03-21 21:30:00,2154.23,2156.22,2153.47,2155.13,508.7002
2026-03-21 21:45:00,2155.12,2156.0,2152.21,2153.7,1415.3775
2026-03-21 22:00:00,2153.69,2153.69,2150.05,2152.37,1082.6319
2026-03-21 22:15:00,2152.37,2152.51,2150.17,2150.51,360.5989
2026-03-21 22:30:00,2150.5,2153.23,2150.08,2151.58,749.3235
2026-03-21 22:45:00,2151.57,2151.58,2149.36,2149.94,463.4839
2026-03-21 23:00:00,2149.93,2149.93,2145.01,2146.24,557.6127
2026-03-21 23:15:00,2146.23,2147.78,2144.42,2144.43,855.4596
2026-03-21 23:30:00,2144.43,2147.56,2144.0,2146.78,478.9937
2026-03-21 23:45:00,2146.78,2146.78,2070.78,2084.87,44257.7562
2026-03-22 00:00:00,2084.86,2084.97,2050.12,2071.82,30220.1493
2026-03-22 00:15:00,2071.83,2086.6,2070.26,2085.97,9957.7131
2026-03-22 00:30:00,2085.98,2095.43,2085.98,2090.73,10376.5284
2026-03-22 00:45:00,2090.73,2094.91,2080.3,2087.67,10352.2885
2026-03-22 01:00:00,2087.68,2094.49,2083.74,2088.5,9003.0398
2026-03-22 01:15:00,2088.49,2093.43,2085.99,2090.45,3522.9909
2026-03-22 01:30:00,2090.46,2092.02,2082.0,2084.36,4912.8926
2026-03-22 01:45:00,2084.36,2092.37,2084.36,2091.36,2160.0477
2026-03-22 02:00:00,2091.37,2093.1,2088.0,2091.81,2021.7327
