timestamp,open,high,low,close,volume
2026-03-24 11:00:00,91.86,92.17,91.5,91.78,62136.526
2026-03-24 11:15:00,91.78,91.79,91.36,91.51,45232.005
2026-03-24 11:30:00,91.5,92.05,91.45,91.94,22714.216
2026-03-24 11:45:00,91.93,92.01,91.5,91.77,19976.802
2026-03-24 12:00:00,91.78,91.86,91.58,91.75,14926.983
2026-03-24 12:15:00,91.75,91.79,91.65,91.74,13359.593
2026-03-24 12:30:00,91.74,91.82,91.36,91.6,32745.658
2026-03-24 12:45:00,91.6,91.78,91.55,91.59,16375.709
2026-03-24 13:00:00,91.58,91.75,91.2,91.47,22967.753
2026-03-24 13:15:00,91.47,91.52,90.97,91.1,112753.111
2026-03-24 13:30:00,91.1,91.32,89.85,90.19,170260.962
2026-03-24 13:45:00,90.19,90.24,89.54,89.86,107877.439
2026-03-24 14:00:00,89.86,90.23,89.3,89.53,85734.655
2026-03-24 14:15:00,89.52,89.74,89.21,89.5,75055.246
2026-03-24 14:30:00,89.51,89.81,89.21,89.39,52309.468
2026-03-24 14:45:00,89.4,89.71,88.7,89.57,140491.004
2026-03-24 15:00:00,89.57,89.86,89.51,89.83,40007.382
2026-03-24 15:15:00,89.84,90.3,89.76,89.93,44731.255
2026-03-24 15:30:00,89.93,90.24,89.52,90.02,34689.808
2026-03-24 15:45:00,90.01,90.16,89.68,89.74,21722.465
2026-03-24 16:00:00,89.74,89.91,89.58,89.86,27820.856
2026-03-24 16:15:00,89.86,89.98,89.55,89.71,19995.349
2026-03-24 16:30:00,89.72,89.78,89.09,89.43,35586.2
2026-03-24 16:45:00,89.44,89.51,89.17,89.28,16661.216
2026-03-24 17:00:00,89.29,89.4,88.8,89.13,60829.948
2026-03-24 17:15:00,89.12,89.25,89.04,89.11,18240.668
2026-03-24 17:30:00,89.11,89.24,88.72,88.81,24211.269
2026-03-24 17:45:00,88.81,89.26,88.78,89.18,30318.874
2026-03-24 18:00:00,89.18,89.29,89.04,89.2,23374.639
2026-03-24 18:15:00,89.19,89.29,89.02,89.17,19623.087
2026-03-24 18:30:00,89.17,89.69,89.1,89.11,33508.88
2026-03-24 18:45:00,89.12,89.26,88.89,88.9,31103.466
2026-03-24 19:00:00,88.91,89.26,88.87,89.25,35644.572
2026-03-24 19:15:00,89.25,89.31,88.92,88.94,13211.947
2026-03-24 19:30:00,88.94,89.02,88.79,88.9,14559.127
2026-03-24 19:45:00,88.89,88.9,88.42,88.52,46349.782
2026-03-24 20:00:00,88.53,88.85,88.51,88.84,15098.624
2026-03-24 20:15:00,88.85,90.17,88.78,89.67,71089.695
2026-03-24 20:30:00,89.67,90.1,89.67,89.96,55149.57
2026-03-24 20:45:00,89.96,90.24,89.7,90.04,33693.264
2026-03-24 21:00:00,90.04,90.19,89.87,89.99,23381.794
2026-03-24 21:15:00,89.99,90.03,89.69,90.01,14946.265
2026-03-24 21:30:00,90.01,90.6,90.01,90.39,33776.251
2026-03-24 21:45:00,90.38,90.48,90.22,90.39,11840.852
2026-03-24 22:00:00,90.39,90.77,90.27,90.68,21121.367
2026-03-24 22:15:00,90.68,90.68,90.25,90.3,22950.74
2026-03-24 22:30:00,90.3,90.42,90.07,90.29,16807.862
2026-03-24 22:45:00,90.29,90.38,90.22,90.32,13577.5
2026-03-24 23:00:00,90.32,90.61,90.23,90.52,16986.229
2026-03-24 23:15:00,90.53,91.06,90.47,91.01,44636.576
2026-03-24 23:30:00,91.02,91.13,90.9,90.97,41272.164
2026-03-24 23:45:00,90.98,91.03,90.79,90.8,10789.423
2026-03-25 00:00:00,90.8,91.3,90.78,91.24,15514.214
2026-03-25 00:15:00,91.23,91.25,90.98,91.13,25039.717
2026-03-25 00:30:00,91.12,91.62,90.71,91.47,46348.46
2026-03-25 00:45:00,91.47,91.58,91.32,91.32,14235.577
2026-03-25 01:00:00,91.32,91.47,91.13,91.22,28258.836
2026-03-25 01:15:00,91.22,91.25,91.0,91.21,21377.37
2026-03-25 01:30:00,91.22,91.38,91.1,91.2,23172.83
2026-03-25 01:45:00,91.2,91.22,90.94,90.94,12056.236
2026-03-25 02:00:00,90.95,91.22,90.82,91.12,21450.8
2026-03-25 02:15:00,91.11,91.16,91.01,91.04,10912.129
2026-03-25 02:30:00,91.03,91.47,90.96,91.47,20600.192
2026-03-25 02:45:00,91.46,91.5,91.03,91.13,15551.264
2026-03-25 03:00:00,91.13,91.14,90.79,90.9,13838.756
2026-03-25 03:15:00,90.9,91.0,90.79,90.99,17149.978
2026-03-25 03:30:00,90.99,91.27,90.99,91.2,14059.044
2026-03-25 03:45:00,91.21,91.95,91.2,91.69,72724.286
2026-03-25 04:00:00,91.69,91.92,91.59,91.81,15844.934
2026-03-25 04:15:00,91.8,91.87,91.65,91.76,19717.286
2026-03-25 04:30:00,91.77,91.88,91.59,91.67,17238.971
2026-03-25 04:45:00,91.67,92.11,91.61,92.05,23303.504
2026-03-25 05:00:00,92.06,92.96,91.97,92.59,84855.503
2026-03-25 05:15:00,92.59,92.65,92.33,92.65,41805.657
2026-03-25 05:30:00,92.64,92.8,92.46,92.52,29394.148
2026-03-25 05:45:00,92.53,92.53,92.4,92.42,29211.886
2026-03-25 06:00:00,92.42,92.53,92.27,92.35,16417.512
2026-03-25 06:15:00,92.35,92.93,92.33,92.82,123710.829
2026-03-25 06:30:00,92.83,92.87,92.63,92.64,18236.195
2026-03-25 06:45:00,92.65,92.73,92.38,92.39,25515.094
2026-03-25 07:00:00,92.4,92.49,92.31,92.46,26529.378
2026-03-25 07:15:00,92.46,92.46,92.2,92.21,18699.188
2026-03-25 07:30:00,92.21,92.5,92.19,92.25,13935.965
2026-03-25 07:45:00,92.25,92.28,91.76,91.81,132150.47
2026-03-25 08:00:00,91.82,92.09,91.82,91.85,32563.171
2026-03-25 08:15:00,91.85,92.32,91.85,92.18,42891.475
2026-03-25 08:30:00,92.17,92.74,92.15,92.63,53022.116
2026-03-25 08:45:00,92.62,92.66,92.32,92.36,72170.708
2026-03-25 09:00:00,92.36,92.55,92.28,92.53,20914.238
