,timestamp,open,high,low,close,volume
0,2026-03-22 05:45:00,69206.12,69263.45,69151.94,69153.41,66.19202
1,2026-03-22 06:00:00,69153.41,69173.19,69059.87,69139.99,210.4481
2,2026-03-22 06:15:00,69139.98,69236.3,69089.23,69236.29,103.5965
3,2026-03-22 06:30:00,69236.29,69245.79,69174.0,69197.95,29.89321
4,2026-03-22 06:45:00,69197.95,69203.5,69148.61,69164.06,34.14738
5,2026-03-22 07:00:00,69164.06,69250.08,69128.63,69155.27,104.83373
6,2026-03-22 07:15:00,69155.26,69200.0,69139.92,69181.62,105.54887
7,2026-03-22 07:30:00,69181.63,69181.74,68926.19,68951.59,126.61333
8,2026-03-22 07:45:00,68951.6,69088.0,68892.93,68919.38,95.94708
9,2026-03-22 08:00:00,68919.37,68990.67,68720.06,68990.67,238.58408
10,2026-03-22 08:15:00,68990.66,68990.67,68560.27,68624.01,451.78372
11,2026-03-22 08:30:00,68624.0,68787.84,68523.96,68738.56,296.15755
12,2026-03-22 08:45:00,68738.55,68825.0,68694.31,68804.77,67.25167
13,2026-03-22 09:00:00,68804.77,68881.19,68750.94,68873.38,81.12297
14,2026-03-22 09:15:00,68873.37,68901.65,68587.78,68649.09,177.61728
15,2026-03-22 09:30:00,68649.09,68829.02,68644.58,68782.75,69.66217
16,2026-03-22 09:45:00,68782.76,68847.83,68763.55,68826.2,55.42521
17,2026-03-22 10:00:00,68826.21,68847.83,68680.0,68742.42,141.72213
18,2026-03-22 10:15:00,68742.42,68744.55,68661.98,68731.27,50.68614
19,2026-03-22 10:30:00,68731.27,68774.2,68585.91,68620.11,87.03501
20,2026-03-22 10:45:00,68620.11,68687.19,68584.27,68648.17,80.59018
21,2026-03-22 11:00:00,68648.16,68691.03,68568.5,68658.59,53.68455
22,2026-03-22 11:15:00,68658.58,68682.36,68381.51,68419.89,221.98126
23,2026-03-22 11:30:00,68419.9,68518.22,68287.0,68405.0,182.86393
24,2026-03-22 11:45:00,68405.0,68424.27,68110.55,68217.95,325.90186
25,2026-03-22 12:00:00,68217.94,68342.92,68199.04,68314.5,112.72236
26,2026-03-22 12:15:00,68314.5,68763.18,68311.94,68662.51,241.95545
27,2026-03-22 12:30:00,68662.51,68673.96,68592.96,68610.0,66.05709
28,2026-03-22 12:45:00,68610.0,68693.82,68565.53,68654.83,63.5081
29,2026-03-22 13:00:00,68654.83,68957.24,68654.83,68815.32,181.26769
30,2026-03-22 13:15:00,68815.32,68869.21,68750.0,68806.7,134.14548
31,2026-03-22 13:30:00,68806.7,68849.85,68548.32,68627.92,128.15071
32,2026-03-22 13:45:00,68627.92,68753.14,68592.0,68700.02,104.50961
33,2026-03-22 14:00:00,68700.02,68811.89,68542.1,68780.0,136.92502
34,2026-03-22 14:15:00,68780.0,68900.0,68727.13,68839.99,73.87696
35,2026-03-22 14:30:00,68840.0,68915.27,68782.49,68843.0,69.37356
36,2026-03-22 14:45:00,68843.0,68843.01,68645.9,68711.66,105.36922
37,2026-03-22 15:00:00,68711.66,68940.0,68711.65,68904.24,110.48153
38,2026-03-22 15:15:00,68904.24,69005.71,68809.43,68907.95,133.24747
39,2026-03-22 15:30:00,68907.94,68910.8,68700.0,68803.1,96.20216
40,2026-03-22 15:45:00,68803.1,68856.89,68753.18,68847.96,51.2418
41,2026-03-22 16:00:00,68847.97,68885.53,68770.0,68790.84,65.82453
42,2026-03-22 16:15:00,68790.84,68814.31,68682.38,68715.09,69.90297
43,2026-03-22 16:30:00,68715.09,68781.73,68665.62,68733.34,79.24303
44,2026-03-22 16:45:00,68733.35,68848.9,68733.34,68805.58,43.27982
45,2026-03-22 17:00:00,68805.58,68834.34,68739.76,68823.98,38.36726
46,2026-03-22 17:15:00,68823.99,68848.32,68759.04,68810.33,58.56919
47,2026-03-22 17:30:00,68810.33,68824.99,68665.34,68671.02,94.05778
48,2026-03-22 17:45:00,68671.02,68741.16,68671.01,68673.02,61.16858
49,2026-03-22 18:00:00,68672.85,68720.92,68587.69,68720.91,54.00703
50,2026-03-22 18:15:00,68720.91,68730.91,68662.77,68694.05,39.73435
51,2026-03-22 18:30:00,68694.04,68743.18,68344.57,68470.01,190.55816
52,2026-03-22 18:45:00,68470.01,68619.51,68438.31,68618.58,55.71764
53,2026-03-22 19:00:00,68618.57,68626.07,68281.37,68332.16,150.07873
54,2026-03-22 19:15:00,68332.15,68398.75,68275.0,68287.44,91.52015
55,2026-03-22 19:30:00,68287.44,68424.09,68224.63,68390.24,84.07995
56,2026-03-22 19:45:00,68390.24,68404.15,68145.01,68199.93,147.31422
57,2026-03-22 20:00:00,68199.93,68369.3,68199.93,68335.88,86.32667
58,2026-03-22 20:15:00,68335.88,68498.4,68274.67,68324.0,75.62032
59,2026-03-22 20:30:00,68324.23,68370.22,68194.0,68363.62,64.59928
60,2026-03-22 20:45:00,68363.62,68363.62,68080.0,68176.46,92.98618
61,2026-03-22 21:00:00,68176.47,68228.71,67552.03,67780.83,839.82399
62,2026-03-22 21:15:00,67780.83,67865.3,67360.66,67810.33,472.52311
63,2026-03-22 21:30:00,67810.33,67984.15,67680.0,67874.82,127.18863
64,2026-03-22 21:45:00,67874.82,67904.8,67761.11,67899.97,95.9378
65,2026-03-22 22:00:00,67899.97,68135.14,67571.67,67912.81,318.29944
66,2026-03-22 22:15:00,67912.81,68383.18,67864.0,68256.0,291.88966
67,2026-03-22 22:30:00,68256.0,68335.6,68099.82,68135.8,154.91418
68,2026-03-22 22:45:00,68135.8,68396.94,68135.79,68339.37,91.45772
69,2026-03-22 23:00:00,68339.38,68474.0,68200.01,68327.15,115.75336
70,2026-03-22 23:15:00,68327.15,68340.6,68103.06,68103.9,132.27832
71,2026-03-22 23:30:00,68103.9,68161.47,67993.94,68126.67,77.75528
72,2026-03-22 23:45:00,68126.67,68145.6,67839.99,67859.0,183.48931
73,2026-03-23 00:00:00,67859.0,68123.86,67779.33,67957.48,305.76761
74,2026-03-23 00:15:00,67957.48,68161.41,67801.54,67994.06,170.63
75,2026-03-23 00:30:00,67994.06,67999.94,67445.18,67689.52,230.4121
76,2026-03-23 00:45:00,67689.52,67889.97,67619.89,67669.99,116.88247
77,2026-03-23 01:00:00,67670.0,67942.76,67536.01,67845.76,191.80043
