timestamp,symbol,side,price,quantity,pnl,reason,ml_score,final_tp
2026-03-28T10:45:00.608290,AVAX/USDT,Long,8.79,277.5133154961582,0,[1H Core] AI Score 0.56 >= 0.52,0.5550266309923164,9.273449999999999
2026-03-28T10:45:00.838364,ARB/USDT,Long,0.09,289.4317194501619,0,[1H Core] AI Score 0.58 >= 0.52,0.5788634389003238,0.09494999999999999
2026-03-28T10:46:01.605369,SOL/USDT,Long,82.81,292.5709959652553,0,[1H Core] AI Score 0.59 >= 0.52,0.5851419919305105,87.11612000000001
2026-03-28T10:46:01.715930,NEAR/USDT,Long,1.162,271.58650087294063,0,[1H Core] AI Score 0.54 >= 0.52,0.5431730017458812,1.2259099999999998
2026-03-28T10:46:01.824388,AVAX/USDT,Long,8.79,277.51331549615816,0,[1H Core] AI Score 0.56 >= 0.52,0.5550266309923163,9.273449999999999
2026-03-28T10:46:02.058382,ARB/USDT,Long,0.09,289.43171945016184,0,[1H Core] AI Score 0.58 >= 0.52,0.5788634389003237,0.09494999999999999
2026-03-28T10:47:02.820110,SOL/USDT,Long,82.85,291.2243481386897,0,[1H Core] AI Score 0.58 >= 0.52,0.5824486962773794,87.1582
2026-03-28T10:47:02.933378,NEAR/USDT,Long,1.163,279.8993659532932,0,[1H Core] AI Score 0.56 >= 0.52,0.5597987319065865,1.2269649999999999
2026-03-28T10:47:03.046462,AVAX/USDT,Long,8.78,277.5442529044675,0,[1H Core] AI Score 0.56 >= 0.52,0.555088505808935,9.262899999999998
2026-03-28T10:47:03.268644,ARB/USDT,Long,0.0899,271.5195027636729,0,[1H Core] AI Score 0.54 >= 0.52,0.5430390055273459,0.09484449999999998
2026-03-28T10:48:04.056739,SOL/USDT,Long,82.83,290.0499131468971,0,[1H Core] AI Score 0.58 >= 0.52,0.5800998262937942,87.13716000000001
2026-03-28T10:48:04.169659,NEAR/USDT,Long,1.163,279.8993659532933,0,[1H Core] AI Score 0.56 >= 0.52,0.5597987319065866,1.2269649999999999
2026-03-28T10:48:04.285569,AVAX/USDT,Long,8.79,277.5133154961582,0,[1H Core] AI Score 0.56 >= 0.52,0.5550266309923164,9.273449999999999
2026-03-28T10:48:04.503485,ARB/USDT,Long,0.09,289.4317194501619,0,[1H Core] AI Score 0.58 >= 0.52,0.5788634389003238,0.09494999999999999
2026-03-28T10:49:05.270870,SOL/USDT,Long,82.83,285.6916243768437,0,[1H Core] AI Score 0.57 >= 0.52,0.5713832487536874,87.13716000000001
2026-03-28T10:49:05.381873,NEAR/USDT,Long,1.163,279.8993659532932,0,[1H Core] AI Score 0.56 >= 0.52,0.5597987319065865,1.2269649999999999
2026-03-28T10:49:05.491221,AVAX/USDT,Long,8.79,277.5133154961582,0,[1H Core] AI Score 0.56 >= 0.52,0.5550266309923164,9.273449999999999
